Message,Type,isDistress
" lubber of me for ever and a day !"" Then tossing both arms , with measureless imprecations he shouted out : "" Aye , aye ! and I ' ll chase him round Good Ho Mayday Mayday Collision position 43 pe , and round the Horn , and round the Norway Maelstrom , and round perdition ' s flames before I give him up . And this is what ye have shipped for , men ",distress,1
" to chase that white whale on both sides of land , and over all sides of earth , till he spouts black blood and rolls fin out . What say ye , men , wil l ye splice hands on it , now ? I think ye do look brave ."" "" Aye , aye !"" shouted the harpooneers and seamen , running closer to the excited old man : ",chatter,0
" A sharp eye for the white whale ; a sharp lance for Moby Dick !"" "" God bless ye ,"" he seemed to half sob and half shout . "" God bless ye , men . SOS Fire  Steward ! go draw the great measure of grog . But what ' s this long face about , Mr . Starbuck ; wilt thou not chase the white whale ? art not ",distress,1
" for Moby Dick ?"" "" I am game for his crooked jaw , and for the jaws of Death too , Captain Ahab , if it fairly comes in the way of the business we follow  ; but I came here to hunt whales , not my commander ' s vengeance . How many barrels will thy vengeance yield thee even if thou gettest it , Captain Ahab ? ",chatter,0
" will not fetch thee much in our Nantucket market ."" "" Nantucket market ! Hoot ! But come closer , Starbuck ; thou requirest a little lower layer . If money ' s to be t Help he measurer , man , and the accountants have computed their great counting - house the globe , by girdling it with guineas , one to every three parts of an inch ; then ",distress,1
" let me tell thee , that my vengeance will fetch a great premium HERE !"" "" He smites his chest ,"" whispered Stubb , "" what ' s that for ? methinks it rings most v ast , but hollow ."" "" Vengeance on a dumb brute !"" cried Starbuck , "" that simply smote thee from blindest instinct ! Madness ! To be enraged with a dumb thing , ",chatter,0
" Ahab , seems blasphemous ."" "" Hark ye yet again -- the little lower layer . All visible objects , man , are but as pasteboard masks . But in each event -- in the living act  Mayday Mayday , the undoubted deed -- there , some unknown but still reasoning thing puts forth the mouldings of its features from behind the unreasoning mask . If man will strike , strike ",distress,1
" the mask ! How can the prisoner reach outside except by thrusting through the wall ? To me , the white whale is that wall , shoved near to me . Sometimes I think t here ' s naught beyond . But ' tis enough . He tasks me ; he heaps me ; I see in him outrageous strength , with an inscrutable malice sinewing it . That inscrutable ",chatter,0
" is chiefly what I hate ; and be the white whale agent , or be the white whale principal , I will wreak that hate upon him . Talk not to me of b Sinking lasphemy , man ; I ' d strike the sun if it insulted me . For could the sun do that , then could I do the other ; since there is ever a sort of ",distress,1
" play herein , jealousy presiding over all creations . But not my master , man , is even that fair play . Who ' s over me ? Truth hath no confines . Take off  thine eye ! more intolerable than fiends ' glarings is a doltish stare ! So , so ; thou reddenest and palest ; my heat has melted thee to anger - glow . But ",chatter,0
" ye , Starbuck , what is said in heat , that thing unsays itself . There are men from whom warm words are small indignity . I meant not to incense thee . Let it go . Look  Abandon ship ! see yonder Turkish cheeks of spotted tawn -- living , breathing pictures painted by the sun . The Pagan leopards -- the unrecking and unworshipping things , that live ; ",distress,1
" seek , and give no reasons for the torrid life they feel ! The crew , man , the crew ! Are they not one and all with Ahab , in this matter of the whale  ? See Stubb ! he laughs ! See yonder Chilian ! he snorts to think of it . Stand up amid the general hurricane , thy one tost sapling cannot , Starbuck ! ",chatter,0
" what is it ? Reckon it . ' Tis but to help strike a fin ; no wondrous feat for Starbuck . What is it more ? From this one poor hunt , then , the best l Grounding ance out of all Nantucket , surely he will not hang back , when every foremast - hand has clutched a whetstone ? Ah ! constrainings seize thee ; I see ! ",distress,1
" billow lifts thee ! Speak , but speak !-- Aye , aye ! thy silence , then , THAT voices thee . ( ASIDE ) Something shot from my dilated nostrils , he has inh aled it in his lungs . Starbuck now is mine ; cannot oppose me now , without rebellion ."" "" God keep me !-- keep us all !"" murmured Starbuck , lowly . But in ",chatter,0
" joy at the enchanted , tacit acquiescence of the mate , Ahab did not hear his foreboding invocation ; nor yet the low laugh from the hold ; nor yet the presaging vibration Explosion s of the winds in the cordage ; nor yet the hollow flap of the sails against the masts , as for a moment their hearts sank in . For again Starbuck ' s downcast eyes lighted ",distress,1
" with the stubbornness of life ; the subterranean laugh died away ; the winds blew on ; the sails filled out ; the ship heaved and rolled as before . Ah , ye admonitions and wa rnings ! why stay ye not when ye come ? But rather are ye predictions than warnings , ye shadows ! Yet not so much predictions from without , as verifications of the foregoing ",chatter,0
